,names,posFtNegLbl,posFtPosLbl,negFtNegLbl,negFtPosLbl,elseCase,timing
1723,'UMECLIDINIO BROMURO',2,0,2206,225,0,0.0008349418640136719
1724,'VALACICLOVIR',10,0,2198,225,0,0.0008220672607421875
1725,'VALSARTAN',61,9,2147,216,0,0.0008270740509033203
1726,'VALSARTAN E DIURETICI',23,3,2185,222,0,0.0008301734924316406
1727,'VALSARTAN E SACUBITRIL',3,0,2205,225,0,0.0008308887481689453
1728,'VARDENAFIL',2,0,2206,225,0,0.0008449554443359375
1729,'VARI',2,0,2206,225,0,0.0008387565612792969
1730,'VENLAFAXINA',9,1,2199,224,0,0.0008497238159179688
1731,'VERAPAMIL',2,1,2206,224,0,0.0008261203765869141
1732,'VILANTEROLO E FLUTICASONE FUROATO',8,1,2200,224,0,0.0008740425109863281
1733,'VILANTEROLO E UMECLIDINIO BROMURO',1,0,2207,225,0,0.0008399486541748047
1734,'VITAMINA B1',3,0,2205,225,0,0.00086212158203125
1735,'VORTIOXETINA',1,0,2207,225,0,0.0008449554443359375
1736,'WARFARIN',24,11,2184,214,0,0.0008220672607421875
1737,'ZOFENOPRIL',2,0,2206,225,0,0.0008499622344970703
1738,'ZOLPIDEM',4,0,2204,225,0,0.0008261203765869141
1739,'ZUCLOPENTIXOLO,2,0,2206,225,0,0.000823974609375
1740,Acromegaly and gigantism,1,0,2207,225,0,0.0008389949798583984
1741,Circulatory system affections,22,6,2186,219,0,0.0008199214935302734
1742,Arterial hypertension (St. II and III),91,45,2117,180,0,0.0008280277252197266
1743,Rheumatoid arthritis,4,0,2204,225,0,0.0008418560028076172
1744,Asthma,19,0,2189,225,0,0.0008282661437988281
1745,Liver cirrhosis - biliary cirrhosis,3,0,2205,225,0,0.0008447170257568359
1746,Ulcerative colitis - Crohn's disease,6,2,2202,223,0,0.0008380413055419922
1747,Drug addiction. and alcohol,1,0,2207,225,0,0.0008389949798583984
1748,Chronic (active) hepatitis,23,5,2185,220,0,0.0008151531219482422
1749,Epilepsy,4,0,2204,225,0,0.0008130073547363281
1750,Glaucoma,25,7,2183,218,0,0.0008311271667480469
1751,HIV infection,3,0,2205,225,0,0.000823974609375
1752,Chronic renal failure,6,1,2202,224,0,0.0008339881896972656
1753,Chronic respiratory failure,1,0,2207,225,0,0.0008242130279541016
1754,Hypercholesterolemia - Hyperlipoproteinemia,1,0,2207,225,0,0.0008168220520019531
1755,Hyperparathyroidism - Hypoparathyroidism,1,0,2207,225,0,0.0008268356323242188
1756,Congenital and acquired hypothyroidism,34,5,2174,220,0,0.0008890628814697266
1757,Sjogren's disease,1,0,2207,225,0,0.0008451938629150391
1758,Myasthenia gravis,0,2,2208,223,0,0.0008387565612792969
1759,'''035'''.1,4,1,2204,224,0,0.0008141994476318359
1760,Parkinson's disease,1,0,2207,225,0,0.0008168220520019531
1761,Pituitary dwarfism,1,0,2207,225,0,0.0008211135864257812
1762,Neuromyelitis optica,1,0,2207,225,0,0.0008139610290527344
1763,Psychosis,12,0,2196,225,0,0.0008158683776855469
1764,Psoriasis,1,1,2207,224,0,0.0008702278137207031
1765,Multiple sclerosis,3,0,2205,225,0,0.0008168220520019531
1766,Malignant neoplasms,94,20,2114,205,0,0.0008513927459716797
1767,Subjects awaiting transplant,1,0,2207,225,0,0.0008325576782226562
1768,'''052'''.1,1,1,2207,224,0,0.0008213520050048828
1769,Hashimoto's thyroiditis,26,3,2182,222,0,0.0008571147918701172
1770,Circulatory system affections. cardiopulmonary,26,5,2182,220,0,0.0008220672607421875
1771,Arterial hypertension without organ damage,22,16,2186,209,0,0.0008330345153808594
1772,Circulatory system affections. cerebrovascular,4,1,2204,224,0,0.0008168220520019531
1773,Circulatory system affections. arteries/veins,5,0,2203,225,0,0.0008361339569091797
1774,Arterial hypertension drug treatment,6,0,2202,225,0,0.0008280277252197266
1775,Civil disabled 100%,88,16,2120,209,0,0.000823974609375
1776,100% civilian disabled with accompaniment,59,15,2149,210,0,0.0008230209350585938
1777,Civilian disabled people over 2/3 < 100%,59,9,2149,216,0,0.0008211135864257812
1778,Disabled minors with accompanying allowance,1,0,2207,225,0,0.0008177757263183594
1779,Blind,1,1,2207,224,0,0.0008199214935302734
1780,Deaf and dumb,1,0,2207,225,0,0.0008170604705810547
1781,Regional Screening,5,1,2203,224,0,0.0008258819580078125
1782,Early diagnosis of tumors - cytological (between 25 and 65 years every 3 years),6,0,2202,225,0,0.0008242130279541016
1783,Early diagnosis of tumors - mammographic (between 45 and 69 years every 2 years),20,2,2188,223,0,0.0008418560028076172
1784,Early colorectal diagnosis (everyone aged 45 and over every 5 years),11,3,2197,222,0,0.0008251667022705078
1785,Income and age exemption,356,97,1852,128,0,0.0008299350738525391
1786,Unemployed income exemption,51,0,2157,225,0,0.0008308887481689453
1787,Social pension income exemption,11,1,2197,224,0,0.0008242130279541016
1788,Minimum pension income exemption,5,0,2203,225,0,0.0008137226104736328
1789,"""SUBJECTS BELONGING TO FAMILIES WITH ANNUAL INCOME UP TO EUR 1",0,1,2208,224,0,0.0008211135864257812
1790,Income exemption from regional anti-crisis measures,29,1,2179,224,0,0.000823974609375
1791,Exemption for disbursement appropriateness,3,1,2205,224,0,0.0008132457733154297
1792,Certificate issuing services,94,0,2114,225,0,0.0008287429809570312
1793,Working disabled 67-79%,1,0,2207,225,0,0.0008211135864257812
1794,Working disabled 1- 67%,3,0,2205,225,0,0.0008261203765869141
1795,Injured at work or suffering from professional illness,47,3,2161,222,0,0.0008270740509033203
1796,Responsible maternity protection,14,0,2194,225,0,0.0008199214935302734
1797,Pregnancy at risk,23,3,2185,222,0,0.0008139610290527344
1798,Rare Disease (suspected),2,0,2206,225,0,0.0008389949798583984
1799,NEUROFIBROMATOSIS,1,0,2207,225,0,0.0008251667022705078
1800,HISTIOCYTOSIS X,1,0,2207,225,0,0.0008859634399414062
1801,CELIAC SPRUE,1,0,2207,225,0,0.0009341239929199219
1802,Rare diseases,3,0,2205,225,0,0.0008878707885742188
1803,UNDIFFERENTIATED CONNECTIVITY,1,0,2207,225,0,0.0008730888366699219
1804,MITOCONDRUM MYOPATHY-ENCEPHALOPATHY-LACTIC ACIDOSIS-STROKE,0,1,2208,224,0,0.0008709430694580078
1805,Exemption for earthquake victims in the Marche region,4,0,2204,225,0,0.0008530616760253906
1806,Severe pain therapy,1,0,2207,225,0,0.0008599758148193359
1807,Victims of terrorism and organized crime,1,0,2207,225,0,0.0008339881896972656
