ft name, total 0, total 1, 0 & diabetes, 0 & no diabetes, 1 & diabetes, 1 & no diabetes,diabetes + 1 / 1,no diabetes + 1 / 1,diabetes + 0/0,no diabetes + 0/0,
'ACETILCARNITINA',2426,7,225,2201,0,7,0%,100%,9%,91%,
'ACICLOVIR',2428,5,225,2203,0,5,0%,100%,9%,91%,
'ACIDO ASCORBICO (VIT. C)',2432,1,225,2207,0,1,0%,100%,9%,91%,
'ACIDO CROMOGLICICO',2431,2,225,2206,0,2,0%,100%,9%,91%,
'ACIDO CROMOGLICICO ASSOCIAZIONI',2432,1,225,2207,0,1,0%,100%,9%,91%,
'ACIDO IALURONICO',2429,4,225,2204,0,4,0%,100%,9%,91%,
'ACIDO PIPEMIDICO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'ACIDO RISEDRONICO',2425,8,225,2200,0,8,0%,100%,9%,91%,
'ACIDO TRANEXAMICO',2430,3,225,2205,0,3,0%,100%,9%,91%,
'ACLIDINIO BROMURO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'ALIMENTI DESTINATI A FINI SPECIALI (ALTRI)',2432,1,225,2207,0,1,0%,100%,9%,91%,
'ALMOTRIPTAN',2427,6,225,2202,0,6,0%,100%,9%,91%,
'ALTRI ANTIEMICRANICI',2429,4,225,2204,0,4,0%,100%,9%,91%,
'ALTRI CICATRIZZANTI',2432,1,225,2207,0,1,0%,100%,9%,91%,
'ALTRI FARMACI PER LE AFFEZIONI DEL SISTEMA MUSCOLO-SCHELETRI',2432,1,225,2207,0,1,0%,100%,9%,91%,
'ALTRI PREPARATI',2431,2,225,2206,0,2,0%,100%,9%,91%,
'ALTRI PSICOSTIMOLANTI E NOOTROPI',2430,3,225,2205,0,3,0%,100%,9%,91%,
'ALTRI UROLOGICI',2432,1,225,2207,0,1,0%,100%,9%,91%,
'ALTRI VACCINI BATTERICI',2427,6,225,2202,0,6,0%,100%,9%,91%,
'AMANTADINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'AMBROXOLO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'AMISULPRIDE',2428,5,225,2203,0,5,0%,100%,9%,91%,
'AMITRIPTILINA E PSICOLETTICI',2426,7,225,2201,0,7,0%,100%,9%,91%,
'ANASTROZOLO',2431,2,225,2206,0,2,0%,100%,9%,91%,
'ANATOSSINA TETANICA',2429,4,225,2204,0,4,0%,100%,9%,91%,
'ANTAGONISTI DEI RECETTORI ALFA-ADRENERGICI',2432,1,225,2207,0,1,0%,100%,9%,91%,
'ANTICOLINERGICI SINTETICI IN ASSOCIAZIONE CON PSICOLETTICI',2430,3,225,2205,0,3,0%,100%,9%,91%,
'APIXABAN',2431,2,225,2206,0,2,0%,100%,9%,91%,
'APPARATO DIGERENTE',2429,4,225,2204,0,4,0%,100%,9%,91%,
'APPARATO RESPIRATORIO',2431,2,225,2206,0,2,0%,100%,9%,91%,
'ASENAPINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'ASSOCIAZIONI',2425,8,225,2200,0,8,0%,100%,9%,91%,
'ASSOCIAZIONI DI DERIVATI IMIDAZOLICI',2431,2,225,2206,0,2,0%,100%,9%,91%,
'AVANAFIL',2431,2,225,2206,0,2,0%,100%,9%,91%,
'AZATIOPRINA',2431,2,225,2206,0,2,0%,100%,9%,91%,
'AZITROMICINA',2411,22,225,2186,0,22,0%,100%,9%,91%,
'BACLOFENE',2430,3,225,2205,0,3,0%,100%,9%,91%,
'BARNIDIPINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'BELLADONNA E DERIVATI ASSOCIATI A PSICOLETTICI',2431,2,225,2206,0,2,0%,100%,9%,91%,
'BENDAZAC',2431,2,225,2206,0,2,0%,100%,9%,91%,
'BENZILPENICILLINA BENZATINICA',2430,3,225,2205,0,3,0%,100%,9%,91%,
'BETAMETASONE ED ANTIBIOTICI',2429,4,225,2204,0,4,0%,100%,9%,91%,
'BETAMETASONE ED ANTIMICROBICI',2431,2,225,2206,0,2,0%,100%,9%,91%,
'BETAXOLOLO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'BILASTINA',2431,2,225,2206,0,2,0%,100%,9%,91%,
'BIPERIDENE',2432,1,225,2207,0,1,0%,100%,9%,91%,
'BISACODIL',2431,2,225,2206,0,2,0%,100%,9%,91%,
'BISOPROLOLO E TIAZIDI',2430,3,225,2205,0,3,0%,100%,9%,91%,
'BROMEXINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'BUDESONIDE',2430,3,225,2205,0,3,0%,100%,9%,91%,
'BUPRENORFINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'CABERGOLINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'CALCIFEDIOLO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'CALCIO CARBONATO',2430,3,225,2205,0,3,0%,100%,9%,91%,
'CALCIO LEVOFOLINATO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'CALCIPOTRIOLO',2429,4,225,2204,0,4,0%,100%,9%,91%,
'CANDESARTAN',2430,3,225,2205,0,3,0%,100%,9%,91%,
'CARBAMAZEPINA',2428,5,225,2203,0,5,0%,100%,9%,91%,
'CARTEOLOLO',2431,2,225,2206,0,2,0%,100%,9%,91%,
'CEFAZOLINA',2430,3,225,2205,0,3,0%,100%,9%,91%,
'CEFOTAXIMA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'CEFPODOXIMA',2420,13,225,2195,0,13,0%,100%,9%,91%,
'CEFTAZIDIMA',2431,2,225,2206,0,2,0%,100%,9%,91%,
'CEFUROXIMA',2431,2,225,2206,0,2,0%,100%,9%,91%,
'CELECOXIB',2432,1,225,2207,0,1,0%,100%,9%,91%,
'CICLOSPORINA',2431,2,225,2206,0,2,0%,100%,9%,91%,
'CIPROTERONE',2430,3,225,2205,0,3,0%,100%,9%,91%,
'CIRCOLAZIONE',2432,1,225,2207,0,1,0%,100%,9%,91%,
'CITALOPRAM',2426,7,225,2201,0,7,0%,100%,9%,91%,
'CITICOLINA',2428,5,225,2203,0,5,0%,100%,9%,91%,
'CLINDAMICINA',2431,2,225,2206,0,2,0%,100%,9%,91%,
'CLORMADINONE ED ETINILESTRADIOLO',2431,2,225,2206,0,2,0%,100%,9%,91%,
'CODEINA ASSOCIAZIONI ESCLUSI GLI PSICOLETTICI',2432,1,225,2207,0,1,0%,100%,9%,91%,
'COLCHICINA',2430,3,225,2205,0,3,0%,100%,9%,91%,
'COLINA ALFOSCERATO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'COLISTINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'COLLUTORI/GENGIVARI',2432,1,225,2207,0,1,0%,100%,9%,91%,
'CONDROITINSOLFATO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'DABIGATRAN ETEXILATO',2430,3,225,2205,0,3,0%,100%,9%,91%,
'DENOSUMAB',2432,1,225,2207,0,1,0%,100%,9%,91%,
'DERIVATI BENZODIAZEPINICI',2421,12,225,2196,0,12,0%,100%,9%,91%,
'DESLORATADINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'DEXIBUPROFENE',2425,8,225,2200,0,8,0%,100%,9%,91%,
'DEXKETOPROFENE',2432,1,225,2207,0,1,0%,100%,9%,91%,
'DIENOGEST E ETINILESTRADIOLO',2431,2,225,2206,0,2,0%,100%,9%,91%,
'DIENOGEST ED ESTRADIOLO',2428,5,225,2203,0,5,0%,100%,9%,91%,
'DIMETILFUMARATO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'DONEPEZIL',2431,2,225,2206,0,2,0%,100%,9%,91%,
'DOXICICLINA',2430,3,225,2205,0,3,0%,100%,9%,91%,
'DROSPIRENONE ED ETINILESTRADIOLO',2427,6,225,2202,0,6,0%,100%,9%,91%,
'DULOXETINA',2431,2,225,2206,0,2,0%,100%,9%,91%,
'ECONAZOLO',2426,7,225,2201,0,7,0%,100%,9%,91%,
'EDOXABAN',2432,1,225,2207,0,1,0%,100%,9%,91%,
'EMORROIDI',2431,2,225,2206,0,2,0%,100%,9%,91%,
'ENALAPRIL E LERCANIDIPINA',2430,3,225,2205,0,3,0%,100%,9%,91%,
'ENZIMI',2430,3,225,2205,0,3,0%,100%,9%,91%,
'EPARINA',2429,4,225,2204,0,4,0%,100%,9%,91%,
'ERITROPOIETINA',2430,3,225,2205,0,3,0%,100%,9%,91%,
'ESTRADIOLO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'ESTRIOLO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'ETIZOLAM',2430,3,225,2205,0,3,0%,100%,9%,91%,
'EXEMESTANE',2432,1,225,2207,0,1,0%,100%,9%,91%,
'EZETIMIBE',2426,7,225,2201,0,7,0%,100%,9%,91%,
'FAMCICLOVIR',2432,1,225,2207,0,1,0%,100%,9%,91%,
'FARMACI PER LA FREQUENZA URINARIA E LINCONTINENZA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'FELODIPINA',2431,2,225,2206,0,2,0%,100%,9%,91%,
'FENOFIBRATO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'FENTANIL',2432,1,225,2207,0,1,0%,100%,9%,91%,
'FENTICONAZOLO',2431,2,225,2206,0,2,0%,100%,9%,91%,
'FERRO IN ASSOCIAZIONE CON ACIDO FOLICO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'FEXOFENADINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'FILGRASTIM',2432,1,225,2207,0,1,0%,100%,9%,91%,
'FITOMENADIONE',2432,1,225,2207,0,1,0%,100%,9%,91%,
'FLECAINIDE',2431,2,225,2206,0,2,0%,100%,9%,91%,
'FLOROGLUCINOLO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'FLUNARIZINA',2430,3,225,2205,0,3,0%,100%,9%,91%,
'FLUTICASONE',2426,7,225,2201,0,7,0%,100%,9%,91%,
'FLUTICASONE FUROATO',2428,5,225,2203,0,5,0%,100%,9%,91%,
'FORMOTEROLO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'FORMOTEROLO E BUDESONIDE',2418,15,225,2193,0,15,0%,100%,9%,91%,
'FORMOTEROLO E FLUTICASONE',2431,2,225,2206,0,2,0%,100%,9%,91%,
'FOSINOPRIL',2430,3,225,2205,0,3,0%,100%,9%,91%,
'FROVATRIPTAN',2429,4,225,2204,0,4,0%,100%,9%,91%,
'GEMFIBROZIL',2430,3,225,2205,0,3,0%,100%,9%,91%,
'GESTODENE ED ETINILESTRADIOLO',2429,4,225,2204,0,4,0%,100%,9%,91%,
'GLICOPIRRONIO BROMURO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'GLUCOSAMINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'GLUTATIONE',2431,2,225,2206,0,2,0%,100%,9%,91%,
'GOLA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'GOLIMUMAB',2432,1,225,2207,0,1,0%,100%,9%,91%,
'GONADOTROPINA CORIONICA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'GONADOTROPINA UMANA DELLA MENOPAUSA (MENOTROPINA)',2432,1,225,2207,0,1,0%,100%,9%,91%,
'IDROCLOROTIAZIDE',2432,1,225,2207,0,1,0%,100%,9%,91%,
'IDROXICARBAMIDE',2431,2,225,2206,0,2,0%,100%,9%,91%,
'IDROXICLOROCHINA',2430,3,225,2205,0,3,0%,100%,9%,91%,
'IMMUNOGLOBULINA TETANICA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'INDACATEROLO E GLICOPIRRONIO BROMURO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'INDOBUFENE',2432,1,225,2207,0,1,0%,100%,9%,91%,
'INDOMETACINA',2431,2,225,2206,0,2,0%,100%,9%,91%,
'INVECCHIAMENTO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'IPRATROPIO BROMURO',2431,2,225,2206,0,2,0%,100%,9%,91%,
'ISOPROPAMIDE E PSICOLETTICI',2428,5,225,2203,0,5,0%,100%,9%,91%,
'ISOSORBIDE DINITRATO',2431,2,225,2206,0,2,0%,100%,9%,91%,
'ISOTRETINOINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'ITRACONAZOLO',2422,11,225,2197,0,11,0%,100%,9%,91%,
'LACOSAMIDE',2432,1,225,2207,0,1,0%,100%,9%,91%,
'LACRIME ARTIFICIALI ED ALTRI PREPARATI NEUTRI',2432,1,225,2207,0,1,0%,100%,9%,91%,
'LAMOTRIGINA',2429,4,225,2204,0,4,0%,100%,9%,91%,
'LATTULOSIO',2430,3,225,2205,0,3,0%,100%,9%,91%,
'LETROZOLO',2425,8,225,2200,0,8,0%,100%,9%,91%,
'LEUPRORELINA',2428,5,225,2203,0,5,0%,100%,9%,91%,
'LEVETIRACETAM',2428,5,225,2203,0,5,0%,100%,9%,91%,
'LEVODOPA',2431,2,225,2206,0,2,0%,100%,9%,91%,
'LIDOCAINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'LIMECICLINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'LINCOMICINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'LOPERAMIDE',2432,1,225,2207,0,1,0%,100%,9%,91%,
'LORATADINA',2430,3,225,2205,0,3,0%,100%,9%,91%,
'LOSARTAN E DIURETICI',2432,1,225,2207,0,1,0%,100%,9%,91%,
'LOVASTATINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'MAGNESIO PIDOLATO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'MANIDIPINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'MEBENDAZOLO',2431,2,225,2206,0,2,0%,100%,9%,91%,
'MELATONINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'MELEVODOPA E INIBITORI DELLA DERCARBOSSILASI',2431,2,225,2206,0,2,0%,100%,9%,91%,
'MEMANTINA',2430,3,225,2205,0,3,0%,100%,9%,91%,
'METAMIZOLO SODICO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'METILERGOMETRINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'METOCLOPRAMIDE',2427,6,225,2202,0,6,0%,100%,9%,91%,
'METOLAZONE',2432,1,225,2207,0,1,0%,100%,9%,91%,
'MINOCICLINA',2431,2,225,2206,0,2,0%,100%,9%,91%,
'MIRTAZAPINA',2426,7,225,2201,0,7,0%,100%,9%,91%,
'MONTELUKAST',2429,4,225,2204,0,4,0%,100%,9%,91%,
'NAPROXENE',2431,2,225,2206,0,2,0%,100%,9%,91%,
'NEBIVOLOLO E TIAZIDI',2432,1,225,2207,0,1,0%,100%,9%,91%,
'NEDOCROMILE',2432,1,225,2207,0,1,0%,100%,9%,91%,
'NEOMICINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'NISTATINA',2430,3,225,2205,0,3,0%,100%,9%,91%,
'NITRAZEPAM',2432,1,225,2207,0,1,0%,100%,9%,91%,
'NOMEGESTROLO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'NOMEGESTROLO ED ESTROGENI',2432,1,225,2207,0,1,0%,100%,9%,91%,
'NORTRIPTILINA',2431,2,225,2206,0,2,0%,100%,9%,91%,
'OFLOXACINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'OLANZAPINA',2424,9,225,2199,0,9,0%,100%,9%,91%,
'OLMESARTAN MEDOXOMIL E DIURETICI',2431,2,225,2206,0,2,0%,100%,9%,91%,
'OVULI E CAPSULE VAGINALI',2432,1,225,2207,0,1,0%,100%,9%,91%,
'OXAPROZINA',2421,12,225,2196,0,12,0%,100%,9%,91%,
'PARACETAMOLO ASSOCIAZIONI ESCLUSI GLI PSICOLETTICI',2432,1,225,2207,0,1,0%,100%,9%,91%,
'PENCICLOVIR',2432,1,225,2207,0,1,0%,100%,9%,91%,
'PERFENAZINA',2431,2,225,2206,0,2,0%,100%,9%,91%,
'PERINDOPRIL',2426,7,225,2201,0,7,0%,100%,9%,91%,
'PIRACETAM',2432,1,225,2207,0,1,0%,100%,9%,91%,
'POLIVITAMINICI ED ALTRI MINERALI',2430,3,225,2205,0,3,0%,100%,9%,91%,
'POVIDONE-IODIO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'PRAMIPEXOLO',2430,3,225,2205,0,3,0%,100%,9%,91%,
'PRAZEPAM',2432,1,225,2207,0,1,0%,100%,9%,91%,
'PREPARATI A BASE DI DERIVATI DELLACIDO SALICILICO',2431,2,225,2206,0,2,0%,100%,9%,91%,
'PREPARATI INDIFFERENTI',2432,1,225,2207,0,1,0%,100%,9%,91%,
'PRODOTTI ANTIEMORROIDALI E ANTIRAGADI',2432,1,225,2207,0,1,0%,100%,9%,91%,
'PRODOTTI PER APPARATO GASTROINTESTINALE',2429,4,225,2204,0,4,0%,100%,9%,91%,
'PRODOTTI PER APPARATO GENITALE',2427,6,225,2202,0,6,0%,100%,9%,91%,
'PRODOTTI PER LA CUTE',2432,1,225,2207,0,1,0%,100%,9%,91%,
'PROGESTERONE',2429,4,225,2204,0,4,0%,100%,9%,91%,
'PROPAFENONE',2429,4,225,2204,0,4,0%,100%,9%,91%,
'PROPANTELINA E PSICOLETTICI',2432,1,225,2207,0,1,0%,100%,9%,91%,
'PROPRANOLOLO',2430,3,225,2205,0,3,0%,100%,9%,91%,
'QUINAPRIL E DIURETICI',2428,5,225,2203,0,5,0%,100%,9%,91%,
'RABEPRAZOLO',2431,2,225,2206,0,2,0%,100%,9%,91%,
'RANITIDINA',2429,4,225,2204,0,4,0%,100%,9%,91%,
'RANOLAZINA',2426,7,225,2201,0,7,0%,100%,9%,91%,
'RISPERIDONE',2428,5,225,2203,0,5,0%,100%,9%,91%,
'RIVASTIGMINA',2430,3,225,2205,0,3,0%,100%,9%,91%,
'RIZATRIPTAN',2431,2,225,2206,0,2,0%,100%,9%,91%,
'ROXITROMICINA',2429,4,225,2204,0,4,0%,100%,9%,91%,
'RUPATADINA',2428,5,225,2203,0,5,0%,100%,9%,91%,
'SABAL SERRULATA FRUTTO (SERENOA REPENS)',2427,6,225,2202,0,6,0%,100%,9%,91%,
'SACCHAROMYCES BOULARDII',2431,2,225,2206,0,2,0%,100%,9%,91%,
'SAFINAMIDE',2431,2,225,2206,0,2,0%,100%,9%,91%,
'SALBUTAMOLO E BECLOMETASONE',2431,2,225,2206,0,2,0%,100%,9%,91%,
'SALMETEROLO E FLUTICASONE',2421,12,225,2196,0,12,0%,100%,9%,91%,
'SCIROPPI E GRANULATI',2432,1,225,2207,0,1,0%,100%,9%,91%,
'SILDENAFIL',2430,3,225,2205,0,3,0%,100%,9%,91%,
'SILICONI',2428,5,225,2203,0,5,0%,100%,9%,91%,
'SODIO PICOSOLFATO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'SODIO PICOSOLFATO ASSOCIAZIONI',2432,1,225,2207,0,1,0%,100%,9%,91%,
'SOSTANZE DISINTOSSICANTI PER TRATTAMENTI CITOSTATICI',2430,3,225,2205,0,3,0%,100%,9%,91%,
'SPIRAMICINA',2431,2,225,2206,0,2,0%,100%,9%,91%,
'STIPSI E TRANSITO INTESTINALE',2430,3,225,2205,0,3,0%,100%,9%,91%,
'SUCRALFATO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'TAMOXIFENE',2429,4,225,2204,0,4,0%,100%,9%,91%,
'TELMISARTAN E DIURETICI',2431,2,225,2206,0,2,0%,100%,9%,91%,
'TESTOSTERONE',2432,1,225,2207,0,1,0%,100%,9%,91%,
'TICAGRELOR',2432,1,225,2207,0,1,0%,100%,9%,91%,
'TINIDAZOLO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'TIOCONAZOLO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'TOBRAMICINA',2431,2,225,2206,0,2,0%,100%,9%,91%,
'TONICI PSICO-FISICI E MEMORIA',2429,4,225,2204,0,4,0%,100%,9%,91%,
'TOPIRAMATO',2431,2,225,2206,0,2,0%,100%,9%,91%,
'TRAMADOLO E DEXKETOPROFENE',2432,1,225,2207,0,1,0%,100%,9%,91%,
'TRAMADOLO E PARACETAMOLO',2428,5,225,2203,0,5,0%,100%,9%,91%,
'TRIAMCINOLONE',2430,3,225,2205,0,3,0%,100%,9%,91%,
'TRIAMCINOLONE ED ANTIBIOTICI',2425,8,225,2200,0,8,0%,100%,9%,91%,
'TRIAZOLAM',2432,1,225,2207,0,1,0%,100%,9%,91%,
'TRIMEBUTINA',2431,2,225,2206,0,2,0%,100%,9%,91%,
'TRIMIPRAMINA',2430,3,225,2205,0,3,0%,100%,9%,91%,
'TRIPTORELINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'UMECLIDINIO BROMURO',2431,2,225,2206,0,2,0%,100%,9%,91%,
'VALACICLOVIR',2423,10,225,2198,0,10,0%,100%,9%,91%,
'VALSARTAN E SACUBITRIL',2430,3,225,2205,0,3,0%,100%,9%,91%,
'VARDENAFIL',2431,2,225,2206,0,2,0%,100%,9%,91%,
'VARI',2431,2,225,2206,0,2,0%,100%,9%,91%,
'VILANTEROLO E UMECLIDINIO BROMURO',2432,1,225,2207,0,1,0%,100%,9%,91%,
'VITAMINA B1',2430,3,225,2205,0,3,0%,100%,9%,91%,
'VORTIOXETINA',2432,1,225,2207,0,1,0%,100%,9%,91%,
'ZOFENOPRIL',2431,2,225,2206,0,2,0%,100%,9%,91%,
'ZOLPIDEM',2429,4,225,2204,0,4,0%,100%,9%,91%,
'ZUCLOPENTIXOLO',2431,2,225,2206,0,2,0%,100%,9%,91%,
Acromegaly and gigantism,2432,1,225,2207,0,1,0%,100%,9%,91%,
Rheumatoid arthritis,2429,4,225,2204,0,4,0%,100%,9%,91%,
Asthma,2414,19,225,2189,0,19,0%,100%,9%,91%,
Liver cirrhosis - biliary cirrhosis,2430,3,225,2205,0,3,0%,100%,9%,91%,
Drug addiction. and alcohol,2432,1,225,2207,0,1,0%,100%,9%,91%,
Epilepsy,2429,4,225,2204,0,4,0%,100%,9%,91%,
HIV infection,2430,3,225,2205,0,3,0%,100%,9%,91%,
Chronic respiratory failure,2432,1,225,2207,0,1,0%,100%,9%,91%,
Hypercholesterolemia - Hyperlipoproteinemia,2432,1,225,2207,0,1,0%,100%,9%,91%,
Hyperparathyroidism - Hypoparathyroidism,2432,1,225,2207,0,1,0%,100%,9%,91%,
Sjogren's disease,2432,1,225,2207,0,1,0%,100%,9%,91%,
Parkinson's disease,2432,1,225,2207,0,1,0%,100%,9%,91%,
Pituitary dwarfism,2432,1,225,2207,0,1,0%,100%,9%,91%,
Neuromyelitis optica,2432,1,225,2207,0,1,0%,100%,9%,91%,
Psychosis,2421,12,225,2196,0,12,0%,100%,9%,91%,
Multiple sclerosis,2430,3,225,2205,0,3,0%,100%,9%,91%,
Subjects awaiting transplant,2432,1,225,2207,0,1,0%,100%,9%,91%,
Circulatory system affections. arteries/veins,2428,5,225,2203,0,5,0%,100%,9%,91%,
Arterial hypertension drug treatment,2427,6,225,2202,0,6,0%,100%,9%,91%,
Disabled minors with accompanying allowance,2432,1,225,2207,0,1,0%,100%,9%,91%,
Deaf and dumb,2432,1,225,2207,0,1,0%,100%,9%,91%,
Early diagnosis of tumors - cytological (between 25 and 65 years every 3 years),2427,6,225,2202,0,6,0%,100%,9%,91%,
Unemployed income exemption,2382,51,225,2157,0,51,0%,100%,9%,91%,
Minimum pension income exemption,2428,5,225,2203,0,5,0%,100%,9%,91%,
Certificate issuing services,2339,94,225,2114,0,94,0%,100%,10%,90%,
Working disabled 67-79%,2432,1,225,2207,0,1,0%,100%,9%,91%,
Working disabled 1- 67%,2430,3,225,2205,0,3,0%,100%,9%,91%,
Responsible maternity protection,2419,14,225,2194,0,14,0%,100%,9%,91%,
Rare Disease (suspected),2431,2,225,2206,0,2,0%,100%,9%,91%,
NEUROFIBROMATOSIS,2432,1,225,2207,0,1,0%,100%,9%,91%,
HISTIOCYTOSIS X,2432,1,225,2207,0,1,0%,100%,9%,91%,
AMYOTROPHIC LATERAL SCLEROSIS_1 (my edit),2432,1,225,2207,0,1,0%,100%,9%,91%,
CHURG-STRAUSS SYNDROME_1 (my edit),2432,1,225,2207,0,1,0%,100%,9%,91%,
CELIAC SPRUE,2432,1,225,2207,0,1,0%,100%,9%,91%,
Rare diseases,2430,3,225,2205,0,3,0%,100%,9%,91%,
UNDIFFERENTIATED CONNECTIVITY,2432,1,225,2207,0,1,0%,100%,9%,91%,
Exemption for earthquake victims in the Marche region,2429,4,225,2204,0,4,0%,100%,9%,91%,
Severe pain therapy,2432,1,225,2207,0,1,0%,100%,9%,91%,
Victims of terrorism and organized crime,2432,1,225,2207,0,1,0%,100%,9%,91%,
,,,,,,,,,,,
